id,name,flag,vessel_type_id,imo,call_sign,bruttotons,length_overall,vessel_status_id,checked,in_zone
13770,Zhe Xiang Yu 67004,CN,2,,Unknown,477.0,55.5,4,True,False
13776,Faysea G,AU,2,,Unknown,1.0,30.0,1,True,False
13779,Gracie R,AU,2,,Unknown,1.0,18.0,1,True,False
13831,Naoero Sun,NR,2,8812203.0,C2AB2,1742.0,68.29,1,True,False
13832,Naoero Star,NR,2,8813477.0,C2AA2,1742.0,68.29,1,True,False
13848,Zhe Xiang Yu 32010,CN,2,,Unknown,458.0,55.0,1,True,False
13849,Zhe Xiang Yu 46112,CN,2,,Unknown,460.0,55.0,1,True,False
13854,Purple Lilac 888,PG,2,7820722.0,P2V5408,1799.0,76.52,1,True,False
13856,Milflores 888,PG,2,8648030.0,P2V5653,995.0,57.36,1,True,False
13857,Golden Sapphire 88,PG,2,8324177.0,P2V5655,1032.0,61.43,1,True,False
13858,Gardenia 888,PG,2,8648028.0,P2V5654,1000.0,55.9,1,True,False
13878,Jeannine,CK,2,7415242.0,E5U3579,1460.0,61.2,4,True,False
13881,Kaohsiung Manzai 707,NR,2,8996308.0,C2DI2,2026.0,79.46,1,True,False
13888,Kibena 7,KI,2,1024170.0,T3AW,1848.0,76.73,1,True,False
13890,Kibena 3,KI,2,9973999.0,T3FY,1837.0,75.95,1,True,False
13891,Kibena 2,KI,2,9959682.0,T3FS,1837.0,75.95,1,True,False
13893,Maribo 63,KI,2,1126198.0,T3AS,1898.0,74.9,1,True,False
13894,Maribo 62,KI,2,1071135.0,T3GV,1898.0,74.9,1,True,False
13895,Maribo 61,KI,2,1071123.0,T3GU,1898.0,74.9,1,True,False
13896,Miranda,US,2,9020182.0,WDQ6185,1178.0,63.51,1,True,False
13937,Amaryllis 88,PG,2,8748529.0,P2V5709,1098.0,65.5,1,True,False
13954,Cromwell 1,FM,2,9732656.0,V6PC1,1408.0,70.8,1,True,False
13955,Pacific Pursuit No. 107,FM,2,9887073.0,V6KPP107,1400.0,71.95,1,True,False
13956,Pacific Pursuit No. 777,FM,2,9899595.0,V6KP777,1500.0,71.95,1,True,False
13957,Pacific Journey No. 8,FM,2,9720562.0,V6KPJ8,1408.0,70.8,1,True,False
13958,Pacific Journey No. 101,FM,2,9720550.0,V6KPJ101,1408.0,70.8,1,True,False
13961,Nanmadol,FM,2,8215493.0,V6P90,1569.0,62.4,1,True,False
13962,Melissa,FM,2,8030453.0,V6P87,1641.0,68.83,1,True,False
13964,Micronesia 101,FM,2,9587037.0,V6PM1,1517.0,64.4,1,True,False
13965,Micronesia 102,FM,2,9587544.0,V6PM2,1517.0,64.4,1,True,False
13966,Micronesia 103,FM,2,9817054.0,V6PM3,1562.0,70.59,1,True,False
13967,Micronesia 106,FM,2,9817224.0,V6PM6,1450.0,70.59,1,True,False
13976,Pacific Enterprise 7,FM,2,1066790.0,V6KPE7,1841.0,74.9,1,True,False
13978,Queen Isabella 88,FM,2,9803479.0,V6PQI88,1562.0,70.59,1,True,False
13979,Queen Anne 959,FM,2,9268899.0,V6PQA959,1280.0,70.59,1,True,False
13980,Queen Alexandra 959,FM,2,9703253.0,V6PQA2,1893.0,79.5,1,True,False
13981,Caroline I,FM,2,8102866.0,V6P91,1678.0,77.16,1,True,False
13982,Cromwell 101,FM,2,9853773.0,V6PC101,1633.0,73.0,1,True,False
13984,Alpine Rose,PG,2,7523829.0,P2V4189,989.0,60.15,4,True,False
13990,Maribo 65,KI,2,1126203.0,T3AU,1898.0,74.9,1,True,False
14004,Skipjack Manzai 707,NR,2,1067744.0,C2DS2,1845.0,74.9,1,True,False
14281,Zhe Ling Yu 23899,CN,2,,Unknown,250.0,42.88,1,True,False
14282,Zhe Ling Yu 23891,CN,2,,Unknown,415.0,45.97,1,True,False
14283,Zhe Ling Yu 23882,CN,2,,Unknown,250.0,42.0,1,True,False
14284,Zhe Ling Yu 23857,CN,2,,Unknown,490.0,46.2,4,True,False
14285,Zhe Ling Yu 23810,CN,2,,Unknown,498.0,50.5,1,True,False
14671,Sumber Makmur 2,ID,2,8459350.0,YED5243,259.0,32.56,4,True,False
14672,Dewata Samdura III,ID,2,8591160.0,YED4125,196.0,32.6,1,True,False
14673,Sin Toba Jaya 888,ID,2,8591213.0,YEC4833,198.0,35.3,4,True,False
14674,Lucky Star Pasific,ID,2,1042421.0,YED5267,198.0,35.1,4,True,False
14698,Marcel Jaya 98,ID,2,8459398.0,YED5265,168.0,34.3,4,True,False
14699,Marcel Jaya 09,ID,2,8569313.0,YEC4126,179.0,32.9,4,True,False
14700,Bintang Mas Kharisma,ID,2,8565197.0,YEA4355,240.0,37.42,4,True,False
14701,Marcel Jaya 26,ID,2,8569337.0,YEC5338,173.0,35.85,1,True,False
14709,Maulana 16,ID,2,8528333.0,YE5981,172.0,30.2,1,True,False
14710,Hasil Abadi 78,ID,2,8461652.0,YE2845,283.0,36.5,4,True,False
14711,Merpati VII,ID,2,8544519.0,YEC4155,158.0,32.7,1,True,False
14712,Era Mas 2,ID,2,8546141.0,YEB4802,148.0,34.0,4,True,False
14713,Sumber Samdura Jaya 08,ID,2,8459805.0,YED5358,195.0,36.1,1,True,False
14714,Pelta Anugrah II,ID,2,8461705.0,YED5376,185.0,33.8,1,True,False
14715,Cahaya Setia,ID,2,8546335.0,YEA5479,150.0,34.4,1,True,False
14716,Alam Jaya Makmur 5,ID,2,8591172.0,YED4124,198.0,34.1,1,True,False
14717,Alam Samudra 38,ID,2,8463260.0,YED5511,198.0,36.35,1,True,False
14744,Fortun Melimpah 99,ID,2,1092414.0,YED5457,258.0,36.85,4,True,False
14745,Fortun Melimpah 89,ID,2,8459659.0,YED5266,197.0,35.0,4,True,False
14750,Dana Sari,ID,2,8458631.0,YED5094,238.0,32.77,1,True,False
14836,Koyo Maru No. 8,JP,2,1037660.0,JD5403,135.0,37.81,4,True,False
14840,Putra Sukses Mandiri 9,ID,2,8455029.0,YED5018,198.0,35.81,4,True,False
14841,Putra Sukses Mandiri 2,ID,2,8455005.0,YEC5980,195.0,35.64,1,True,False
14842,Sentosa V,ID,2,8461509.0,YE2132,172.0,34.25,1,True,False
14843,Sentosa III,ID,2,8461511.0,YE2130,175.0,35.4,1,True,False
14867,Nuevo Panchilleta,ES,2,9256779.0,EARY,350.0,43.45,1,True,False
14868,Nuevo Elorz,ES,2,9256781.0,EABQ,350.0,43.41,4,True,False
14906,TEST8445,AL,2,7654321.0,asdf8445,44.0,33.0,4,True,False
14907,Tasa 23,PE,2,9060015.0,IO11723,265.0,31.0,4,True,False
1,Snæfell,IS,4,9067403.0,TFCH,2898.0,86.0,1,True,True
2,Enniberg,FO,4,8816974.0,XPXL,2578.0,71.0,1,True,True
3,Melkart-7,RU,4,8615318.0,UBQY8,2136.0,58.0,1,True,True
4,Adelaide,RU,4,8411035.0,UBHR2,1856.0,59.0,1,True,False
5,Arctic Viking,FO,4,8517437.0,OW2399,1720.0,58.0,1,True,True
6,Arctic Lion,RU,4,8822375.0,UBZP8,1531.0,60.0,1,True,True
107,Arctic Swan,NO,4,9258739.0,LMAC,2574.0,64.0,1,True,True
108,Gadus Poseidon,NO,4,9640968.0,LDAL,3441.0,70.0,1,True,True
109,Gadus Neptun,NO,4,9640982.0,LDDG,3443.0,70.0,1,True,True
110,Melkart-5,RU,4,9130183.0,UBYQ2,1600.0,53.0,1,True,True
111,Rypefjord,NO,4,9131670.0,LHMF,1199.0,53.0,1,True,True
112,Hera,NO,4,9230036.0,LLOP,1572.0,55.0,1,True,True
116,J. Bergvoll,NO,4,9214501.0,LLAJ,1483.0,57.0,1,True,True
117,Synes,NO,4,9216949.0,LLAY,1498.0,55.0,1,True,True
119,Friosur XI,CL,4,8520795.0,CA9382,1345.0,56.0,1,True,True
123,Langøy,NO,4,9652820.0,LJWI,3549.0,75.0,3,True,False
128,Havtind,NO,4,9164304.0,LCMP,1853.0,60.0,1,True,True
129,Vesttind,NO,4,9217137.0,LLDH,2243.0,60.0,1,True,True
134,Holmøy,NO,4,9756145.0,LCLP,3317.0,70.0,1,True,True
136,Gadus Njord,NO,4,9640970.0,LDDF,3443.0,70.0,1,True,True
138,Sunderoy,CA,4,9294903.0,CFA3172,1874.0,56.0,1,True,False
139,Prestfjord,NO,4,9584566.0,3YHX,2610.0,65.0,1,True,True
143,Ishavet,NO,4,9652818.0,3YYB,3430.0,75.0,1,True,True
149,Atlantic Viking,NO,4,9652806.0,LDCO,3439.0,75.0,1,True,True
150,Molnes,NO,4,9139608.0,LNKS,2475.0,66.0,1,True,True
151,Nordstar,NO,4,6920111.0,LHXV,2053.0,76.0,1,True,True
152,Atlantic Star,NO,4,9134555.0,LMBG,2436.0,75.0,1,True,True
154,Havstrand,NO,4,9639062.0,LDBR,3104.0,70.0,1,True,True
155,Roaldnes,NO,4,9639050.0,LDBT,3104.0,70.0,1,True,True
166,Remøy,NO,4,9660451.0,LDSF,3909.0,74.0,1,True,True
171,Nord Tral,RU,4,9219771.0,UBHR5,1476.0,57.0,1,True,True
180,Ramoen,NO,4,9761102.0,LDNV,3723.0,75.0,1,True,True
194,San Granit,NZ,4,8714607.0,ZMSG,2487.0,67.4,1,True,False
249,Vilhelm Torsteinsson (RU),RU,4,9223136.0,UBHS6,3239.0,79.0,1,True,False
261,Mars,BZ,4,7329297.0,V3JU2,1190.0,70.0,3,True,False
262,Oddeyrin EA,IS,4,9188465.0,NV TFBJ,1648.0,65.0,3,True,False
263,Vigri RE,IS,4,9048691.0,LR TFDM,2157.0,67.0,1,True,True
264,Anik,RU,4,8714528.0,UBNW9,1199.0,51.0,1,True,True
265,Hrafn Sveinbjarnarson GK255,IS,4,8709810.0,TFRG,1551.0,63.3,1,True,True
266,Arnar HU,IS,4,8517425.0,TFAM,1854.0,60.0,1,True,True
267,Harvest Mzansi,ZA,4,8901511.0,ZRBB,1901.0,64.0,1,True,False
268,Zapolyarye,RU,4,8704987.0,UBTW3,1521.0,56.0,1,True,True
269,Gnupur,RU,4,8117550.0,UBOV8,1141.0,68.2,1,True,True
270,Brimnes RE,IS,4,9258741.0,LR TFKD,2848.0,70.0,3,True,False
271,Orfirisey,ZA,4,8704975.0,ZRUC,1845.0,65.0,1,True,True
272,Nordbas,NO,4,7702669.0,LFGW,1185.0,60.48,1,True,True
273,Blængur NK,IS,4,7233096.0,LR TFXD,1723.0,79.0,1,True,True
274,Gudmundur i Nesi,IS,4,9235438.0,TFKG,2464.0,66.0,1,True,True
275,Julius Geirmundsson,IS,4,8803513.0,LR TFKU,1402.0,58.0,1,True,True
288,Nord West (deleted),RU,4,8718885.0,UBXP8,1166.0,51.0,3,True,False
335,Langøy,NO,4,9652820.0,LJWI,3549.0,75.0,1,True,True
336,Granit,NO,4,9796896.0,LEBB,4427.0,81.0,1,True,True
337,Melkart-5 double,RU,4,9130183.0,UBYQ2,1600.0,53.0,3,True,False
344,Jawhart Al Wusta,OM,4,9256664.0,A4AA24,5500.0,100.0,1,True,True
355,Nordtind,NO,4,9804538.0,LEGQ,4129.0,80.0,1,True,True
356,Ran (Nigeria),NG,4,7043829.0,50ID,1100.0,60.0,3,True,False
362,Ocean Tiger,DK,4,9136383.0,OZKA,2223.0,60.0,1,True,True
377,Mark,DE,4,9690688.0,DKAL2,4248.0,91.0,1,True,True
378,Cuxhaven,DE,4,9782778.0,DFQH,3969.0,80.0,1,True,True
379,Kapitan Bulatov,RU,4,9782780.0,UBSW9,3969.0,80.0,1,True,True
381,Te Hikita,CK,4,8716928.0,E5U5906,1825.0,81.0,1,True,True
384,Lennuk,EE,4,8619699.0,ESKT,971.0,56.0,3,True,False
385,Madrus,EE,4,8215053.0,ESGO,1602.0,74.0,1,True,False
386,Reval Viking,EE,4,9211030.0,ESJW,2350.0,61.0,1,True,True
387,Steffano,EE,4,9180346.0,ESKS,2139.0,64.0,1,True,True
388,Joseph Roty 2,FR,4,7362500.0,FNMY,3188.0,91.0,3,True,True
389,Grande Hermine,UY,4,8407175.0,CXAC,987.0,62.0,1,True,False
391,Harvest Cap Nord,ZA,4,8714334.0,ZS8739,1492.0,54.0,1,True,True
392,Klondyke 139,MU,4,8714322.0,3BUL,1491.0,55.0,1,True,True
415,Emeraude,FR,4,9799898.0,FJVO,3976.0,80.0,1,True,True
417,BAFFIN BAY,GB,4,8822416.0,MSPL9,1871.0,61.0,3,True,False
428,DW Nova,NZ,4,8704808.0,ZMDW,2342.0,73.0,1,True,True
429,Lodairo,ES,4,9690676.0,EAEO,4290.0,86.0,1,True,True
453,NIDA,LT,4,8707745.0,LYSA,1943.0,62.0,3,True,True
455,Taurus (LT),LT,4,8411023.0,LYAY,1780.0,58.0,1,True,True
456,Auseklis,LV,4,8315956.0,YLPL,1410.0,64.0,3,True,True
457,Ieva Simonaityte,LT,4,8607218.0,LYAD,7765.0,120.0,1,True,False
458,Simonas Daukantas,LT,4,8607220.0,LYAH,7765.0,120.0,1,True,False
461,Ostrov Shikotan,RU,4,9121132.0,UDWR,4407.0,105.0,1,True,False
462,SENATOR,LV,4,6812986.0,YLAC,1211.0,61.0,3,True,True
463,Fishing Vest,BZ,4,8033869.0,V3RQ4,4378.0,98.0,1,True,False
464,Marshal Novikov (Cameroon),BZ,4,8036108.0,TJMC118,4378.0,104.0,3,True,False
465,SOLVITA,LV,4,8721765.0,YL2843,734.0,55.0,3,True,False
466,KALMAR,LV,4,8826412.0,YLJB,704.0,56.0,3,True,False
467,Dubna,RU,4,8905608.0,UBRR4,698.0,56.0,1,True,False
468,MEMELE,LV,4,8916798.0,YL2878,704.0,56.0,3,True,False
470,SALDUS,LV,4,8423155.0,YL2888,723.0,55.0,3,True,True
471,Fishing Success,LV,4,9121091.0,YLOJ,4407.0,105.0,1,True,False
479,Santa Princesa,PT,4,9048902.0,CUXE3,2348.0,80.0,1,True,True
480,Vasiliy Filippov,RU,4,8607191.0,UBNW8,7765.0,120.0,1,True,True
481,Novo Virgem Da Barca,PT,4,8619687.0,CUKB8,966.0,56.0,1,True,False
482,Olga,RU,4,8709834.0,UBRR6,1691.0,56.0,1,True,False
485,Calvao,PT,4,7385198.0,CUZD,1084.0,61.0,1,True,False
486,Aveirense,PT,4,7362823.0,CUFV,1990.0,80.0,3,True,False
487,Coimbra,PT,4,7228091.0,CUFT,1926.0,80.0,1,True,True
488,BRITES,PT,4,7107431.0,CUFP,1926.0,80.0,3,True,False
489,Santa Mafalda,PT,4,6805268.0,CUFH,1944.0,80.0,1,True,False
490,Lutador,PT,4,6711390.0,CUFG,1917.0,80.0,1,True,False
491,Santa Cristina,PT,4,6608309.0,CUFE,1919.0,80.0,1,True,False
493,Cidade De Amarante,PT,4,8803537.0,CUEP,1661.0,65.0,1,True,True
494,Pascoal Atlantico,PT,4,9021590.0,CUEV,1513.0,69.0,1,True,False
498,Playa De Galicia,ES,4,7813107.0,EAAM,1021.0,54.0,1,True,False
503,Patricia Nores,ES,4,8120521.0,EDHP,1070.0,68.0,1,True,False
504,Puente Sabaris,ZA,4,8509210.0,ZS9981,1393.0,63.0,1,True,False
505,Hermanos Touza,FK,4,8513297.0,ZDLW3,1390.0,67.0,1,True,False
506,Loitador,ES,4,8512700.0,EDRN,1267.0,61.0,1,True,False
507,Playa Des Artaxens,ES,4,8512645.0,EHKC,1605.0,66.0,1,True,False
508,Playa de Tambo,ES,4,8613279.0,EDWY,1108.0,57.0,1,True,False
509,Freiremar Uno,ES,4,8619716.0,EHXB,1120.0,57.0,1,True,False
510,Esperanza Menduina,ES,4,8610813.0,EGXZ,1866.0,77.0,1,True,True
511,Arosa Nueve,ES,4,8617469.0,EDRT,967.0,56.0,1,True,True
512,Hermanos Gandon Cuatro,ES,4,8610801.0,EEDJ,1210.0,63.0,1,True,False
514,API VII,AR,4,8610849.0,LW3542,1638.0,66.0,1,True,False
515,Pesca Vaqueiro,ES,4,8521335.0,EDTQ,1819.0,67.0,1,True,False
516,Piscator,ES,4,8801163.0,EHUT,1454.0,69.0,1,True,False
518,Playa Da Cativa,ES,4,8802349.0,EHTR,859.0,56.0,1,True,False
519,Jose Antonio Nores,ES,4,8716411.0,EHLX,1576.0,67.0,1,True,False
520,Playa De Rodas,ES,4,8802363.0,EHQQ,863.0,56.0,1,True,False
529,Festeiro,ES,4,9218002.0,EAOA,1387.0,65.0,1,True,False
530,Ana Gandon,ES,4,9249532.0,EBVE,1004.0,58.0,1,True,False
531,Playa Menduina Dos,ES,4,9249958.0,EBWV,836.0,51.0,1,True,False
533,Costa Do Cabo,ES,4,9259563.0,EBZM,1276.0,60.0,1,True,False
534,Manuel Angel Nores,ES,4,9281865.0,EBZJ,1499.0,72.0,1,True,False
535,Playa Pesmar Uno,ES,4,9281877.0,EBUD,1485.0,71.0,1,True,False
536,Villa Nores,ES,4,9098256.0,ECCT,825.0,50.0,1,True,False
537,Villa De Pitanxo,ES,4,9098244.0,ECCU,825.0,50.0,3,True,False
540,Eirado do Costal,ES,4,9265328.0,EBVD,1167.0,56.0,1,True,False
541,Playa Pesmar Dos,ES,4,9306598.0,ECCI,1485.0,71.0,1,True,False
543,Fakir,ES,4,9304851.0,EAHK,942.0,54.0,1,True,False
545,Rio Caxil,ES,4,9329100.0,ECHZ,1014.0,51.0,1,True,False
546,Monte Meixueiro,ES,4,9329227.0,ECFP,1790.0,63.0,1,True,True
547,Folias,ES,4,9304863.0,EAXS,942.0,54.0,1,True,False
554,Santa Princesa,ZA,4,8609357.0,V3PK4,2165.0,66.0,1,True,True
555,Paradanta Primero,ES,4,8516043.0,EAAB,962.0,58.0,1,True,False
556,Akamalik,GL,4,9228928.0,OZWR,3207.0,75.0,1,True,True
557,Barentsburg,RU,4,9256676.0,UBRR5,3694.0,75.0,1,True,True
558,Polar Qaasiut,GL,4,9247091.0,OURN,3377.0,71.0,1,True,True
560,Kiliutaq,GL,4,9204001.0,OZWQ,2838.0,68.0,1,True,True
562,Polar Nanoq,GL,4,9231042.0,OYCA,2525.0,65.0,1,True,True
563,Polar Princess,GL,4,9204609.0,OYPK,3787.0,88.0,1,True,True
564,Kanin Nos,RU,4,8813702.0,UBRS2,2340.0,63.0,1,True,True
565,Lokys,LT,4,9226736.0,LYBJ,2772.0,69.77,1,True,True
566,Tomas Tor­valds­son,IS,4,9039779.0,TFUT,2373.0,67.0,1,True,True
567,Svend C,GL,4,9752589.0,OWZD,4916.0,81.0,1,True,True
568,Solborg,IS,4,8705838.0,TFIT,2549.0,75.9,1,True,True
571,Tasermiut,GL,4,9263291.0,OUTX,2652.0,66.0,1,True,True
576,Kem,RU,4,8413370.0,UBGR3,2545.0,69.0,1,True,True
578,Rio Solis IV,UY,4,8802571.0,CXRS,1805.0,60.0,1,True,True
585,XX Syezd Vlksm,RU,4,8721052.0,UGAZ,4407.0,105.0,1,True,False
595,Efim Kostyukov,RU,4,8134912.0,UAWG,1734.0,70.0,1,True,True
596,Aleksandr Kosarev,RU,4,8607153.0,UBXS,7765.0,120.0,1,True,False
597,Aleksey Chirkov,RU,4,8901456.0,UDKE,1944.0,64.0,1,True,False
598,Alferas,RU,4,9264099.0,UHUX,1113.0,50.0,1,True,True
599,Aliot,RU,4,7720025.0,UGEZ,568.0,46.0,4,True,True
600,Almak (delete),RU,4,9214410.0,UCEL,856.0,41.0,3,True,False
602,Aleksandr Mironenko,RU,4,8607177.0,UBAU,7765.0,120.0,1,True,True
603,Aquamarine,RU,4,8616221.0,UBME3,2370.0,73.0,4,True,True
604,Arkhangelsk,RU,4,9241059.0,UFEP,601.0,39.0,1,True,True
605,Belomorsk,RU,4,8705008.0,UBJM2,2805.0,69.0,1,True,True
607,Bootes,RU,4,8620179.0,UFXX,1937.0,62.0,1,True,True
608,Borey,RU,4,7720001.0,UBYJ,822.0,51.0,1,True,True
609,Boris Trofimenko,RU,4,8907058.0,UHSR,7805.0,105.0,1,True,False
610,Boris Zaytsev,RU,4,9137478.0,UCAI,837.0,41.0,1,True,True
611,Brest,RU,4,7832347.0,UAWS,1734.0,70.0,1,True,True
612,BUKHTA NAEZDNIK,RU,4,8913253.0,UIZZ,1899.0,64.0,3,True,False
613,Chernigov,RU,4,9077020.0,UABK,745.0,55.0,1,True,True
614,Distinkt,RU,4,9076636.0,UFEG,894.0,54.0,1,True,True
615,Forpost,RU,4,9039767.0,UBNJ3,2943.0,66.0,1,True,True
616,Galatis (Delete),RU,4,8826541.0,UENY,889.0,55.0,3,True,False
617,Gayduk (delete),RU,4,8227616.0,UEPC,356.0,36.0,3,True,False
619,Guldrangur,RU,4,8315944.0,UEOL,1040.0,50.0,1,True,True
620,IZUMRUD (DELETE),RU,4,8004870.0,UCVB,552.0,50.0,3,True,False
624,Kapitan Bogomolov,RU,4,8607402.0,UCUE,7765.0,120.0,1,True,False
625,Kapitan Demidenko,RU,4,8907137.0,UCQX,7682.0,105.0,1,True,True
626,Kapitan Dolgikh,RU,4,8612756.0,UBGH7,1693.0,57.0,4,True,True
627,Kapitan Gerashcenko,RU,4,8604022.0,UAJQ,1635.0,57.0,1,True,True
628,Karelia,RU,4,8908131.0,UAWH,7765.0,121.0,1,True,True
629,Kapitan Gromtsev,RU,4,8714310.0,UAVL,1575.0,62.0,3,True,True
630,Kapitan Kayzer,RU,4,8907149.0,UBGK4,7805.0,105.0,1,True,False
631,Kapitan Nazin,RU,4,8907046.0,UHOW,7665.0,105.0,1,True,True
633,Karacharovo,RU,4,8522303.0,UHFC,1895.0,62.0,1,True,True
634,Karelia II,RU,4,8706038.0,UFMR,2280.0,61.0,1,True,True
635,Kepromar,RU,4,8859873.0,UASV,742.0,55.0,1,True,True
636,Kholmogory,RU,4,9158185.0,UBYK8,1998.0,59.0,1,True,True
637,Komarno,RU,4,8721985.0,UAZD,936.0,54.0,3,True,False
638,Polarpesca,UY,4,8710285.0,CXAK,1198.0,55.0,1,True,True
639,KRASNOE SELO,RU,4,8859902.0,UAUV,743.0,55.0,3,True,False
640,Krym (delete),RU,4,8702707.0,UBKM8,411.0,34.0,3,True,False
641,Maironis,RU,4,8607359.0,UDSA,7765.0,121.0,1,True,False
642,Martha Arendsee,RU,4,8522250.0,UAIX,1895.0,62.0,1,True,True
643,Mekhanik Sergey Agapov,RU,4,9591296.0,UBLM9,8210.0,115.0,1,True,True
644,Mekhanik Kovtun,RU,4,8907125.0,UHSY,7665.0,105.0,1,True,False
645,Melkart,RU,4,7426863.0,UGPO,1021.0,56.0,3,True,True
646,Melkart-2,RU,4,8701959.0,UBBF3,1725.0,56.0,1,True,True
647,Melkart-3,RU,4,8801931.0,UBYH5,1808.0,63.0,1,True,True
648,Mirakh,RU,4,9657959.0,UBCY,2427.0,64.0,1,True,True
649,Mys Chikhacheva,RU,4,9053282.0,UBWG,2058.0,64.0,1,True,True
650,Mys Gvozdeva,RU,4,9053268.0,UIFZ,2076.0,64.0,1,True,True
651,Mys Korsakova,RU,4,9053256.0,UHRO,2058.0,64.0,1,True,True
652,Mys Kruzenshterna,RU,4,9053361.0,UATD,2058.0,64.0,1,True,False
653,Mys Lovtsova,RU,4,9053311.0,UAEO,2058.0,64.0,1,True,False
654,Mys Muravjeva,RU,4,9053373.0,UAVF,2058.0,64.0,1,True,False
655,Mys Sheltinga,RU,4,9053359.0,UALT,2058.0,64.0,1,True,True
656,Mys Slepikovskogo,RU,4,9053347.0,UAEY,2058.0,64.0,1,True,True
657,NEVA (Delete),RU,4,8811388.0,UBXY,516.0,39.0,3,True,False
658,Nord West,RU,4,8718885.0,UBXP8,1167.0,51.0,1,True,True
659,Nordkap (RU),RU,4,8913241.0,UHXO,1929.0,64.0,1,True,True
660,Obeliai,RU,4,8522286.0,UIOL,1895.0,62.0,1,True,True
661,Oksino,RU,4,8729432.0,UHUK,746.0,55.0,3,True,True
662,OLENTY,RU,4,8326228.0,UGVU,1898.0,62.0,3,True,False
663,OLUSTVERE,RU,4,8606745.0,UHFE,1895.0,62.0,3,True,False
664,ONEGA (delete),RU,4,7825590.0,UASF,358.0,40.0,3,True,False
665,Orvar,RU,4,8714554.0,UBVK6,1263.0,52.0,1,True,True
666,Osveyskoye,RU,4,8415574.0,UDXD,1898.0,62.0,1,True,True
667,Pavel Kutakhov,RU,4,8607282.0,UCTS,7765.0,120.0,1,True,False
668,Pechora,RU,4,9746607.0,UBVN5,2552.0,60.0,1,True,True
669,Petr Iljin,RU,4,8901535.0,UDKB,1919.0,64.0,1,True,False
670,POLARIS (DELETE),RU,4,9119684.0,UBXI6,275.0,27.0,3,True,False
671,Proekt,RU,4,8520769.0,UHYS,1146.0,52.0,1,True,True
672,Rossyoki,RU,4,8708373.0,UDDZ,383.0,35.0,1,True,True
673,RUBIN,RU,4,9287649.0,UAQV,117.0,26.0,3,True,False
674,RUNO (Deleted),RU,4,9100944.0,UHQH,117.0,26.0,3,True,False
675,Rybak,RU,4,8901494.0,UDAD,1927.0,64.0,1,True,True
676,Saami,RU,4,9207522.0,UAFL,2218.0,60.0,1,True,True
677,Sayda,RU,4,7504196.0,UGTI,1205.0,57.0,3,True,True
678,Polarpesca II,UY,4,8702680.0,CXAJ,2071.0,66.0,1,True,True
679,SEVERYANIN II (deleted),RU,4,7311824.0,UBIX,546.0,47.0,3,True,False
680,Sevryba-1,RU,4,8801187.0,UCFU,1448.0,56.0,1,True,True
681,SHKVAL (delete),RU,4,8313984.0,UGDA,257.0,30.0,3,True,False
682,STAKFELL (delete),RU,4,8112677.0,UCCG,753.0,51.0,3,True,False
683,Strelets,RU,4,9158197.0,UDHM,2001.0,58.0,1,True,True
684,Taurus (RU),RU,4,9657961.0,UBTI,2403.0,64.0,1,True,True
686,Tezey,RU,4,9082295.0,UGIY,877.0,54.0,1,True,True
689,Tor,RU,4,8862002.0,UCSJ,823.0,54.0,1,True,True
690,Vasiliy Golovnin,RU,4,8913277.0,UBRW,1928.0,64.0,1,True,True
691,Vasiliy Lozovskiy,RU,4,8607323.0,UCUD,7765.0,120.0,1,True,False
692,Vega,RU,4,8898271.0,UHOM,936.0,54.0,1,True,True
693,Baiga,RU,4,8139120.0,UAWF,1734.0,70.0,1,True,True
694,Viking,RU,4,7511527.0,UELN,1067.0,63.0,1,True,True
695,Viktoria I,RU,4,8901559.0,UDKA,1931.0,64.0,1,True,False
696,Vilyuchinsky,RU,4,8901444.0,UEZG,1944.0,64.0,1,True,False
697,Vitus Bering,RU,4,8901432.0,UDKG,1944.0,64.0,1,True,True
698,Vityaz,RU,4,8606654.0,UBAK,1896.0,62.0,1,True,True
699,Vladimir Starzhinsky,RU,4,8907101.0,UFEL,7780.0,105.0,1,True,False
700,Vladimir Zagoskin,RU,4,7607273.0,UDID,568.0,46.0,1,True,True
701,Yagry,RU,4,8953497.0,UGUM,601.0,39.0,1,True,True
702,Yakov Gunin,RU,4,9137492.0,UBZH,837.0,41.0,1,True,True
703,Zakhar Sorokin,RU,4,8607256.0,UDYG,7765.0,120.0,1,True,True
704,ZVEYNIEKS,RU,4,8722850.0,UCIZ,765.0,54.0,3,True,False
705,Zvezda Murmana,RU,4,7032179.0,UEDV,1467.0,66.0,1,True,True
706,Sankt-Peterburg,RU,4,8860614.0,UHYA,741.0,55.0,1,True,True
707,Mark Liubovskii,RU,4,8702408.0,UDBS,2978.0,70.0,1,True,True
708,Proekt-1,RU,4,9200160.0,UBPM2,707.0,45.0,1,True,True
710,Båtsfjord,NO,4,9184457.0,LJPH,1190.0,50.0,1,True,True
711,Kågtind II,NO,4,9188465.0,LFBW,1648.0,64.6,1,True,True
712,Kirkella,GB,4,9808405.0,MACF3,3976.0,81.0,1,True,True
716,Kapitan Durachenko,RU,4,9108336.0,UEUP,1928.0,59.0,1,True,True
717,Solberg,IS,4,9774642.0,TFYY,3719.0,80.0,1,True,True
732,Kildin MK-1969,RU,4,9756315.0,UBUS9,1827.0,54.75,1,True,True
